track_id,genre,danceability,energy,valence,acousticness,speechiness,tempo,loudness,duration_min,popularity,hit
T2158,EDM,0.6,0.783,0.641,0.063,0.093,136.9,-2.92,4.4,63.6,0
T2159,Acoustic,0.28,0.338,0.216,0.589,0.124,106.0,-11.82,3.04,0.0,0
T2160,Hip-Hop,0.725,0.635,0.31,0.32,0.169,96.2,-3.88,3.73,89.7,1
T2161,Rock,0.582,0.743,0.585,0.035,0.121,123.2,-6.99,3.84,80.1,1
T2162,Hip-Hop,0.728,0.609,0.473,0.091,0.187,104.0,-3.49,2.5,81.2,1
T2163,EDM,0.814,0.686,0.34,0.144,0.087,124.0,-3.73,3.44,71.9,1
T2164,Rock,0.602,0.85,0.557,0.123,0.02,100.5,-4.95,4.03,73.1,1
T2165,Pop,0.578,0.769,0.596,0.069,0.124,93.5,-2.51,3.33,86.4,1
T2166,R&B,0.801,0.632,0.413,0.077,0.094,95.0,-7.49,3.39,70.2,1
T2167,EDM,0.757,0.563,0.464,0.059,0.02,129.6,-3.59,4.02,68.6,0
T2168,Hip-Hop,0.957,0.53,0.508,0.115,0.293,90.2,-5.95,2.42,74.9,1
T2169,Pop,0.714,0.754,0.264,0.162,0.082,131.2,-4.89,2.87,75.0,1
T2170,Rock,0.258,0.681,0.497,0.232,0.091,136.8,-8.2,3.78,11.9,0
T2171,EDM,0.797,0.99,0.371,0.239,0.047,123.3,-4.2,2.79,69.9,0
T2172,EDM,0.717,0.921,0.517,0.302,0.058,114.7,-1.02,4.15,74.7,1
T2173,EDM,0.481,0.99,0.228,0.02,0.02,135.6,-4.17,4.73,53.6,0
T2174,Hip-Hop,0.841,0.735,0.54,0.144,0.131,87.6,-3.89,3.01,84.0,1
T2175,Acoustic,0.618,0.288,0.418,0.693,0.068,88.0,-12.47,2.5,10.5,0
T2176,Pop,0.615,0.717,0.578,0.101,0.037,96.7,-7.32,3.55,65.8,0
T2177,Pop,0.589,0.64,0.461,0.02,0.103,111.6,-4.0,3.17,75.1,1
T2178,Rock,0.563,0.683,0.642,0.397,0.057,114.4,-5.82,3.42,75.7,1
T2179,Rock,0.399,0.95,0.701,0.02,0.087,132.7,-5.73,3.54,69.8,0
T2180,Acoustic,0.446,0.587,0.456,0.902,0.028,92.0,-8.66,3.66,8.6,0
T2181,Pop,0.91,0.493,0.613,0.172,0.075,98.1,-4.22,2.49,86.3,1
T2182,R&B,0.5,0.58,0.25,0.168,0.04,123.8,-6.18,3.87,68.2,0
T2183,Rock,0.517,0.738,0.654,0.109,0.02,127.9,-7.54,5.62,37.3,0
T2184,Acoustic,0.578,0.323,0.414,0.99,0.117,91.4,-11.47,3.7,14.6,0
T2185,R&B,0.639,0.507,0.339,0.35,0.22,93.3,-4.7,3.18,58.2,0
T2186,Hip-Hop,0.704,0.803,0.648,0.021,0.242,115.7,-6.82,2.3,89.7,1
T2187,Pop,0.864,0.844,0.473,0.356,0.118,127.7,-4.49,2.28,72.3,1
T2188,Pop,0.551,0.684,0.692,0.162,0.062,130.9,-6.54,3.64,81.6,1
T2189,Hip-Hop,0.751,0.565,0.463,0.029,0.133,104.3,-8.93,2.81,46.7,0
T2190,Acoustic,0.535,0.359,0.485,0.721,0.03,106.6,-9.28,3.93,25.2,0
T2191,R&B,0.662,0.596,0.388,0.418,0.135,121.3,-6.21,3.55,57.2,0
T2192,R&B,0.583,0.695,0.369,0.463,0.14,85.1,-8.99,3.62,27.1,0
T2193,Hip-Hop,0.61,0.606,0.598,0.09,0.208,70.7,-4.84,4.04,77.6,1
T2194,Rock,0.661,0.824,0.712,0.104,0.02,125.0,-5.63,5.12,58.0,0
T2195,Hip-Hop,0.815,0.61,0.458,0.264,0.23,89.0,-10.03,3.45,57.0,0
T2196,Pop,0.828,0.543,0.719,0.107,0.02,145.2,-4.89,3.29,88.3,1
T2197,R&B,0.838,0.613,0.389,0.155,0.038,106.3,-8.12,3.76,51.5,0
T2198,Pop,0.761,0.599,0.411,0.283,0.02,153.0,-5.07,3.6,67.4,0
T2199,Rock,0.518,0.867,0.408,0.281,0.02,109.0,-8.58,4.1,64.2,0
T2200,Hip-Hop,0.883,0.725,0.471,0.082,0.233,87.3,-4.43,2.32,74.1,1
T2201,EDM,0.703,0.99,0.62,0.201,0.02,129.6,-1.01,3.93,75.2,1
T2202,R&B,0.628,0.553,0.347,0.366,0.153,117.1,-6.09,3.17,48.6,0
T2203,Rock,0.744,0.981,0.828,0.102,0.02,121.4,-4.89,4.8,71.1,1
T2204,Acoustic,0.269,0.236,0.556,0.705,0.031,122.0,-10.84,3.09,0.0,0
T2205,Rock,0.495,0.99,0.605,0.041,0.033,115.2,-5.84,3.76,79.3,1
T2206,Acoustic,0.48,0.468,0.291,0.798,0.049,98.4,-12.29,3.09,23.1,0
T2207,Pop,0.77,0.605,0.459,0.086,0.02,119.2,-3.79,2.32,88.8,1
T2208,EDM,0.679,0.99,0.249,0.02,0.072,135.5,-4.38,3.97,71.1,1
T2209,Pop,0.745,0.661,0.683,0.02,0.095,126.1,-6.39,2.94,83.1,1
T2210,Pop,0.779,0.609,0.291,0.02,0.02,89.9,-6.5,3.77,77.8,1
T2211,Hip-Hop,0.99,0.633,0.409,0.335,0.138,74.2,-4.31,4.59,89.8,1
T2212,Acoustic,0.493,0.308,0.496,0.896,0.02,104.7,-10.06,3.07,23.0,0
T2213,Pop,0.688,0.76,0.543,0.133,0.077,115.3,-4.75,3.41,78.5,1
T2214,Pop,0.628,0.712,0.617,0.165,0.089,129.7,-7.41,4.53,74.3,1
T2215,EDM,0.612,0.99,0.423,0.02,0.02,155.9,-3.13,3.85,79.4,1
T2216,Rock,0.344,0.929,0.639,0.06,0.14,126.9,-8.7,4.44,64.9,0
T2217,Hip-Hop,0.83,0.609,0.601,0.029,0.265,117.2,-9.78,3.25,95.4,1
T2218,R&B,0.703,0.199,0.383,0.366,0.122,104.1,-6.34,3.77,36.0,0
T2219,Acoustic,0.661,0.26,0.146,0.823,0.056,128.7,-11.71,3.71,10.0,0
T2220,EDM,0.607,0.99,0.539,0.02,0.057,96.1,-5.27,3.63,83.2,1
T2221,Acoustic,0.486,0.116,0.652,0.922,0.068,118.1,-12.32,3.41,1.9,0
T2222,EDM,0.663,0.689,0.228,0.167,0.052,146.2,-6.59,4.59,43.5,0
T2223,Acoustic,0.371,0.374,0.368,0.779,0.121,113.0,-10.42,4.24,0.0,0
T2224,R&B,0.532,0.605,0.096,0.436,0.153,113.6,-8.85,3.77,33.7,0
T2225,R&B,0.574,0.536,0.634,0.272,0.052,101.2,-2.58,2.97,64.8,0
T2226,R&B,0.649,0.463,0.467,0.02,0.152,83.2,-7.78,4.95,37.2,0
T2227,Acoustic,0.449,0.361,0.526,0.99,0.02,107.3,-5.98,2.76,28.4,0
T2228,EDM,0.965,0.887,0.642,0.024,0.136,99.7,-2.31,3.38,93.1,1
T2229,Pop,0.614,0.707,0.415,0.204,0.037,103.9,-4.19,3.13,78.9,1
T2230,Rock,0.376,0.793,0.597,0.058,0.111,104.8,-5.86,4.38,51.0,0
T2231,R&B,0.747,0.656,0.208,0.149,0.08,122.5,-5.9,4.4,40.7,0
T2232,EDM,0.531,0.655,0.536,0.224,0.134,121.3,-4.13,3.81,62.1,0
T2233,R&B,0.742,0.49,0.517,0.168,0.074,104.1,-5.65,3.42,61.6,0
T2234,Rock,0.545,0.642,0.557,0.345,0.121,134.5,-2.22,3.76,72.4,1
T2235,Rock,0.475,0.824,0.618,0.026,0.02,139.1,-9.92,4.68,55.6,0
T2236,Pop,0.536,0.646,0.632,0.02,0.027,110.1,-8.96,2.4,67.4,0
T2237,Acoustic,0.417,0.461,0.288,0.744,0.02,127.7,-15.13,3.11,13.8,0
T2238,Hip-Hop,0.707,0.655,0.522,0.02,0.211,105.4,-5.81,4.54,81.7,1
T2239,R&B,0.68,0.602,0.378,0.422,0.051,79.0,-3.67,2.71,80.4,1
T2240,Acoustic,0.435,0.222,0.475,0.99,0.12,96.5,-16.56,3.85,16.1,0
T2241,Pop,0.801,0.502,0.252,0.286,0.062,90.1,-5.14,3.29,55.9,0
T2242,Hip-Hop,0.892,0.589,0.233,0.1,0.175,99.3,-3.23,5.14,92.0,1
T2243,Acoustic,0.33,0.279,0.447,0.85,0.063,109.8,-8.12,2.96,9.2,0
T2244,R&B,0.548,0.497,0.246,0.312,0.133,104.2,-3.61,3.76,65.1,0
T2245,Pop,0.685,0.781,0.19,0.02,0.084,113.4,-1.61,3.14,80.8,1
T2246,Pop,0.606,0.631,0.35,0.117,0.024,110.6,-7.81,3.82,75.6,1
T2247,Hip-Hop,0.719,0.833,0.473,0.317,0.153,92.6,-2.79,3.07,76.7,1
T2248,Acoustic,0.405,0.02,0.3,0.708,0.069,114.8,-11.67,3.81,0.0,0
T2249,Pop,0.586,0.696,0.686,0.366,0.02,118.0,-6.05,3.13,93.1,1
T2250,Acoustic,0.648,0.115,0.432,0.99,0.02,102.2,-11.96,3.35,12.0,0
T2251,R&B,0.557,0.454,0.603,0.294,0.121,96.1,-7.61,3.83,58.2,0
T2252,Pop,0.718,0.539,0.576,0.261,0.17,115.4,-3.27,3.37,57.5,0
T2253,Rock,0.702,0.877,0.493,0.111,0.147,115.4,-3.76,4.57,79.1,1
T2254,Acoustic,0.519,0.318,0.564,0.65,0.02,99.1,-10.92,3.43,6.9,0
T2255,Rock,0.51,0.828,0.566,0.056,0.155,128.2,-3.76,3.67,72.2,1
T2256,Hip-Hop,0.754,0.619,0.407,0.063,0.248,115.3,-6.03,3.21,65.7,0
T2257,Pop,0.611,0.572,0.556,0.064,0.02,126.1,-7.43,2.94,65.9,0
T2258,Rock,0.801,0.871,0.612,0.218,0.09,122.7,-8.35,3.75,66.7,0
T2259,Acoustic,0.542,0.301,0.661,0.773,0.027,141.1,-11.92,2.51,26.8,0
T2260,Rock,0.535,0.84,0.331,0.073,0.02,119.5,-4.99,3.94,65.2,0
T2261,Acoustic,0.425,0.669,0.376,0.86,0.107,106.8,-8.2,4.2,19.4,0
T2262,EDM,0.584,0.835,0.54,0.02,0.113,146.4,-2.47,3.65,78.9,1
T2263,Hip-Hop,0.805,0.599,0.764,0.02,0.259,115.2,-4.85,2.25,98.1,1
T2264,R&B,0.812,0.704,0.488,0.075,0.073,92.2,-4.95,3.04,67.6,0
T2265,Pop,0.746,0.645,0.526,0.199,0.082,135.0,-8.72,4.01,78.1,1
T2266,Pop,0.703,0.722,0.431,0.328,0.056,108.7,-5.68,2.22,71.0,1
T2267,Hip-Hop,0.665,0.414,0.396,0.162,0.172,121.5,-8.18,3.21,46.5,0
T2268,EDM,0.886,0.79,0.33,0.02,0.06,122.3,-3.75,3.33,55.4,0
T2269,Acoustic,0.621,0.274,0.102,0.676,0.105,115.6,-13.53,3.55,24.0,0
T2270,Acoustic,0.761,0.333,0.148,0.962,0.045,106.2,-10.1,4.02,28.2,0
T2271,Hip-Hop,0.826,0.377,0.575,0.163,0.236,101.2,-7.55,3.43,70.8,1
T2272,Rock,0.533,0.932,0.416,0.077,0.025,91.6,-2.91,4.22,59.8,0
T2273,Hip-Hop,0.898,0.705,0.719,0.113,0.189,101.6,-7.48,3.2,95.8,1
T2274,Acoustic,0.529,0.35,0.401,0.839,0.021,126.9,-8.24,4.26,17.5,0
T2275,R&B,0.779,0.543,0.35,0.163,0.134,71.7,-8.13,3.14,62.0,0
T2276,Pop,0.653,0.645,0.557,0.02,0.111,111.1,-3.07,2.43,85.0,1
T2277,Hip-Hop,0.833,0.68,0.299,0.02,0.247,113.0,-5.4,2.61,95.1,1
T2278,Rock,0.651,0.99,0.423,0.263,0.058,131.2,-6.13,3.73,57.0,0
T2279,Acoustic,0.481,0.239,0.646,0.808,0.049,94.3,-8.47,4.22,5.0,0
T2280,EDM,0.752,0.99,0.453,0.054,0.084,120.6,-3.95,3.94,81.8,1
T2281,Hip-Hop,0.716,0.733,0.668,0.2,0.16,100.9,-7.17,3.15,74.2,1
T2282,Pop,0.74,0.97,0.555,0.207,0.02,131.3,-2.2,4.66,100.0,1
T2283,R&B,0.618,0.864,0.392,0.338,0.033,99.3,-6.79,3.49,71.0,1
T2284,R&B,0.797,0.511,0.292,0.074,0.126,110.3,-2.66,3.86,79.4,1
T2285,Hip-Hop,0.699,0.811,0.648,0.109,0.213,122.2,-6.67,3.64,76.1,1
T2286,Pop,0.749,0.431,0.693,0.212,0.14,102.3,-4.24,3.09,89.3,1
T2287,EDM,0.355,0.943,0.597,0.074,0.086,120.9,-2.78,3.84,53.6,0
T2288,Rock,0.405,0.781,0.515,0.136,0.071,137.3,-7.39,3.62,55.9,0
T2289,Pop,0.677,0.597,0.778,0.327,0.02,116.2,-4.78,3.57,83.2,1
T2290,Rock,0.573,0.746,0.755,0.237,0.034,103.4,-1.89,3.23,89.5,1
T2291,Pop,0.749,0.467,0.249,0.336,0.063,98.5,-6.63,2.37,62.4,0
T2292,Pop,0.438,0.734,0.814,0.186,0.069,92.1,-1.44,3.49,86.8,1
T2293,Acoustic,0.408,0.235,0.263,0.838,0.02,103.8,-10.06,3.65,0.0,0
T2294,Hip-Hop,0.66,0.653,0.615,0.02,0.153,104.6,-5.64,2.57,68.7,0
T2295,Pop,0.744,0.723,0.668,0.202,0.06,110.0,-1.17,3.19,100.0,1
T2296,R&B,0.487,0.747,0.493,0.418,0.082,94.5,-5.48,3.06,44.2,0
T2297,Pop,0.73,0.84,0.831,0.119,0.076,114.3,-6.62,2.82,80.6,1
T2298,EDM,0.743,0.784,0.441,0.02,0.084,141.0,-1.66,4.28,69.1,0
T2299,Pop,0.599,0.661,0.749,0.065,0.13,118.4,0.0,3.46,100.0,1
T2300,Acoustic,0.323,0.419,0.461,0.831,0.136,119.8,-12.03,4.05,20.6,0
T2301,Acoustic,0.553,0.254,0.307,0.737,0.02,120.1,-9.07,2.63,16.9,0
T2302,R&B,0.772,0.642,0.384,0.345,0.038,113.6,-6.21,4.35,65.1,0
T2303,Hip-Hop,0.785,0.698,0.457,0.13,0.291,101.2,-6.38,1.92,67.1,0
T2304,Acoustic,0.41,0.362,0.505,0.822,0.02,130.7,-12.52,1.98,10.5,0
T2305,EDM,0.785,0.848,0.277,0.02,0.02,129.8,-3.8,3.25,98.6,1
T2306,Pop,0.643,0.586,0.657,0.2,0.02,114.9,-2.48,2.25,68.3,0
T2307,EDM,0.848,0.826,0.108,0.02,0.02,140.6,-1.7,3.63,88.7,1
T2308,Pop,0.606,0.657,0.662,0.166,0.02,131.6,-2.95,2.92,82.8,1
T2309,Pop,0.655,0.664,0.388,0.122,0.043,125.7,-3.68,3.38,75.0,1
T2310,EDM,0.701,0.912,0.438,0.089,0.115,154.9,-4.34,3.61,93.7,1
T2311,Acoustic,0.238,0.42,0.599,0.799,0.133,117.9,-11.33,3.83,14.3,0
T2312,Rock,0.753,0.885,0.54,0.13,0.126,150.9,-5.89,3.37,92.6,1
T2313,Acoustic,0.69,0.32,0.385,0.798,0.067,123.7,-8.17,2.34,22.7,0
T2314,R&B,0.646,0.648,0.477,0.177,0.095,95.5,-10.14,3.92,60.3,0
T2315,Acoustic,0.381,0.307,0.362,0.857,0.142,106.1,-9.43,3.61,0.0,0
T2316,Hip-Hop,0.876,0.887,0.887,0.2,0.121,113.0,-4.91,4.16,99.4,1
T2317,R&B,0.655,0.429,0.357,0.143,0.107,96.1,-9.76,3.11,48.7,0
T2318,R&B,0.569,0.53,0.618,0.314,0.106,101.6,-10.56,3.32,48.2,0
T2319,EDM,0.514,0.918,0.739,0.02,0.081,140.7,-4.51,3.83,72.4,1
T2320,Acoustic,0.413,0.381,0.439,0.884,0.053,134.1,-10.57,3.14,23.7,0
T2321,R&B,0.523,0.79,0.51,0.481,0.133,109.2,-7.64,4.55,51.4,0
T2322,Acoustic,0.454,0.248,0.37,0.857,0.057,92.2,-11.76,3.97,19.1,0
T2323,Pop,0.643,0.546,0.909,0.344,0.082,130.3,-5.18,3.9,69.6,0
T2324,EDM,0.725,0.928,0.75,0.172,0.041,137.3,-3.45,3.54,94.1,1
T2325,EDM,0.758,0.99,0.666,0.101,0.027,141.0,-2.88,4.27,100.0,1
T2326,R&B,0.857,0.479,0.451,0.251,0.136,94.9,-7.26,3.92,44.8,0
T2327,Rock,0.753,0.883,0.878,0.02,0.071,110.7,-8.87,3.38,74.0,1
T2328,EDM,0.786,0.99,0.575,0.02,0.144,120.2,-3.61,4.27,77.2,1
T2329,EDM,0.803,0.884,0.587,0.059,0.047,132.3,-3.84,3.02,90.0,1
T2330,Acoustic,0.389,0.29,0.25,0.673,0.02,134.8,-9.28,3.71,22.9,0
T2331,R&B,0.577,0.385,0.585,0.258,0.11,113.3,-6.87,2.5,33.2,0
T2332,Acoustic,0.523,0.192,0.444,0.725,0.048,97.4,-9.14,3.28,31.0,0
T2333,R&B,0.77,0.619,0.431,0.35,0.035,115.6,-6.34,4.43,51.1,0
T2334,Acoustic,0.505,0.342,0.394,0.757,0.109,105.6,-10.87,4.4,5.1,0
T2335,EDM,0.726,0.684,0.422,0.02,0.02,127.5,-1.49,2.59,66.1,0
T2336,EDM,0.561,0.948,0.24,0.358,0.09,122.6,-3.72,4.23,82.4,1
T2337,Rock,0.477,0.645,0.54,0.04,0.02,134.9,-5.19,3.85,45.3,0
T2338,Hip-Hop,0.727,0.654,0.623,0.301,0.251,66.3,-9.46,2.73,63.0,0
T2339,EDM,0.495,0.817,0.62,0.272,0.045,118.5,-1.92,3.22,68.6,0
T2340,Hip-Hop,0.917,0.652,0.747,0.118,0.196,87.5,-9.34,3.4,53.9,0
T2341,R&B,0.633,0.623,0.547,0.348,0.097,75.9,-4.48,4.27,67.7,0
T2342,R&B,0.577,0.614,0.582,0.155,0.136,93.8,-10.41,2.96,52.1,0
T2343,R&B,0.66,0.59,0.774,0.434,0.02,88.4,-7.59,3.97,77.9,1
T2344,Hip-Hop,0.748,0.631,0.332,0.023,0.199,96.5,-5.12,2.55,80.5,1
T2345,Rock,0.605,0.99,0.588,0.182,0.02,99.8,-5.0,4.18,77.1,1
T2346,Hip-Hop,0.688,0.688,0.492,0.15,0.198,108.9,-10.16,3.35,59.1,0
T2347,R&B,0.591,0.458,0.556,0.169,0.193,106.5,-7.88,3.84,61.3,0
T2348,EDM,0.718,0.986,0.734,0.199,0.054,128.6,-2.05,3.06,87.7,1
T2349,Acoustic,0.29,0.367,0.488,0.962,0.02,127.7,-11.22,3.66,1.3,0
T2350,Hip-Hop,0.822,0.464,0.456,0.268,0.231,106.8,-6.09,2.19,75.9,1
T2351,Pop,0.561,0.704,0.575,0.327,0.088,122.9,-4.68,3.45,67.7,0
T2352,Rock,0.462,0.868,0.206,0.225,0.126,139.5,-7.73,3.37,49.5,0
T2353,Hip-Hop,0.86,0.523,0.646,0.02,0.226,110.2,-8.63,3.44,82.8,1
T2354,R&B,0.561,0.601,0.887,0.18,0.203,89.6,-7.27,2.63,43.6,0
T2355,EDM,0.766,0.94,0.149,0.02,0.02,119.2,-5.82,3.95,74.5,1
T2356,Rock,0.568,0.698,0.804,0.07,0.11,141.1,-2.36,4.45,68.0,0
T2357,Rock,0.461,0.596,0.493,0.346,0.049,106.0,-6.82,3.83,63.0,0
T2358,Rock,0.584,0.804,0.337,0.13,0.027,121.2,-4.73,3.72,68.7,0
T2359,Pop,0.627,0.855,0.99,0.445,0.114,123.7,-0.59,3.17,72.0,1
T2360,Hip-Hop,0.768,0.471,0.665,0.02,0.239,83.9,-4.99,3.86,85.5,1
T2361,EDM,0.604,0.744,0.435,0.02,0.02,125.5,-5.4,3.31,73.2,1
T2362,Rock,0.444,0.817,0.592,0.149,0.02,137.6,-6.59,3.48,52.4,0
T2363,Hip-Hop,0.813,0.837,0.566,0.121,0.287,96.8,-4.29,2.97,82.0,1
T2364,EDM,0.512,0.764,0.686,0.245,0.101,111.8,-2.67,2.77,47.5,0
T2365,Acoustic,0.538,0.313,0.353,0.934,0.119,102.9,-9.76,3.67,22.6,0
T2366,R&B,0.829,0.526,0.744,0.4,0.088,103.7,-9.75,2.32,76.6,1
T2367,Rock,0.396,0.853,0.592,0.078,0.024,124.1,-6.06,4.03,48.8,0
T2368,EDM,0.77,0.859,0.518,0.062,0.083,126.5,-8.3,4.65,75.6,1
T2369,Hip-Hop,0.907,0.771,0.567,0.101,0.163,106.7,-4.02,2.83,70.1,1
T2370,Rock,0.521,0.712,0.632,0.221,0.088,128.7,-8.04,3.65,70.2,1
T2371,EDM,0.509,0.745,0.548,0.15,0.061,129.9,-2.97,3.95,79.4,1
T2372,EDM,0.892,0.853,0.418,0.054,0.071,127.3,-2.25,4.4,82.5,1
T2373,Pop,0.764,0.672,0.291,0.164,0.085,97.1,-3.84,4.03,76.1,1
T2374,EDM,0.662,0.502,0.708,0.129,0.083,145.5,-5.05,3.83,60.7,0
T2375,Hip-Hop,0.955,0.31,0.615,0.17,0.163,99.9,-7.98,1.93,59.0,0
T2376,Hip-Hop,0.99,0.666,0.431,0.182,0.197,103.8,-4.67,4.17,69.0,0
T2377,Rock,0.701,0.99,0.554,0.11,0.02,119.8,-0.14,5.01,87.9,1
T2378,Rock,0.461,0.718,0.67,0.02,0.095,117.4,-6.85,4.37,43.0,0
T2379,Rock,0.561,0.92,0.595,0.167,0.05,101.8,0.0,3.3,100.0,1
T2380,EDM,0.825,0.692,0.349,0.158,0.107,126.9,-3.85,3.14,77.9,1
T2381,Pop,0.757,0.564,0.855,0.02,0.092,117.5,-3.89,3.44,81.7,1
T2382,Pop,0.558,0.688,0.552,0.071,0.138,111.8,-4.27,3.19,92.6,1
T2383,Rock,0.34,0.714,0.63,0.276,0.086,112.2,-5.88,4.4,49.8,0
T2384,Pop,0.802,0.662,0.681,0.143,0.032,100.3,-4.67,4.14,79.3,1
T2385,Rock,0.608,0.881,0.445,0.02,0.097,134.9,-7.26,4.92,63.7,0
T2386,Pop,0.559,0.726,0.595,0.334,0.073,127.0,-5.13,3.12,89.7,1
T2387,Hip-Hop,0.756,0.749,0.638,0.082,0.17,83.2,-4.37,2.21,83.5,1
T2388,Pop,0.688,0.478,0.513,0.129,0.106,99.3,-3.78,4.05,82.9,1
T2389,Hip-Hop,0.733,0.548,0.589,0.02,0.115,109.1,-6.14,3.71,72.4,1
T2390,Hip-Hop,0.883,0.635,0.31,0.031,0.293,97.0,-5.5,3.29,79.0,1
T2391,Hip-Hop,0.846,0.873,0.472,0.168,0.224,105.1,-6.15,4.23,84.7,1
T2392,R&B,0.732,0.544,0.333,0.164,0.118,83.6,-8.83,3.05,51.2,0
T2393,Rock,0.5,0.665,0.743,0.02,0.05,111.5,-5.96,3.23,61.7,0
T2394,EDM,0.711,0.99,0.574,0.02,0.02,118.9,-2.55,4.82,90.8,1
T2395,R&B,0.748,0.641,0.195,0.283,0.097,114.1,-8.02,3.13,51.2,0
T2396,Acoustic,0.55,0.406,0.478,0.782,0.044,136.1,-9.41,3.69,25.1,0
T2397,Hip-Hop,0.749,0.667,0.399,0.159,0.29,95.8,-7.08,2.8,73.6,1
T2398,Pop,0.798,0.488,0.718,0.02,0.02,132.3,-6.57,3.62,75.9,1
T2399,Pop,0.771,0.684,0.644,0.03,0.083,109.9,-7.7,4.02,79.1,1
T2400,R&B,0.519,0.49,0.219,0.32,0.04,107.5,-7.63,3.19,34.7,0
T2401,Rock,0.504,0.785,0.511,0.173,0.131,135.0,-3.71,3.94,72.7,1
T2402,Hip-Hop,0.701,0.739,0.637,0.112,0.244,91.7,-1.93,3.23,100.0,1
T2403,Hip-Hop,0.717,0.502,0.37,0.1,0.235,88.5,-6.1,2.53,75.9,1
T2404,Pop,0.585,0.732,0.531,0.104,0.02,98.9,-7.09,3.05,69.8,0
T2405,EDM,0.99,0.852,0.429,0.039,0.04,140.5,-3.32,3.35,83.2,1
T2406,Pop,0.779,0.615,0.604,0.059,0.086,126.0,-4.5,4.0,89.4,1
T2407,EDM,0.736,0.971,0.598,0.08,0.04,150.2,-6.14,4.71,92.3,1
T2408,Rock,0.505,0.82,0.64,0.02,0.079,123.3,-0.36,3.53,69.5,0
T2409,Rock,0.46,0.851,0.586,0.02,0.12,119.8,-1.17,4.6,58.0,0
T2410,Hip-Hop,0.809,0.615,0.673,0.02,0.261,94.4,-6.19,3.67,77.4,1
T2411,EDM,0.793,0.825,0.618,0.137,0.095,129.5,-6.82,4.3,85.1,1
T2412,Pop,0.739,0.526,0.644,0.075,0.02,111.0,-4.97,4.03,97.6,1
T2413,Rock,0.375,0.674,0.233,0.084,0.02,118.8,-5.35,4.39,59.5,0
T2414,R&B,0.384,0.715,0.418,0.02,0.082,63.0,-4.11,3.56,61.0,0
T2415,Hip-Hop,0.738,0.744,0.638,0.091,0.289,111.5,-10.71,3.55,49.8,0
T2416,Acoustic,0.425,0.236,0.325,0.766,0.02,115.0,-11.42,3.23,15.8,0
T2417,EDM,0.735,0.742,0.608,0.02,0.094,105.6,-6.96,4.1,83.8,1
T2418,Pop,0.72,0.873,0.378,0.218,0.09,120.8,-3.9,3.22,100.0,1
T2419,Rock,0.598,0.744,0.138,0.079,0.02,116.8,-5.13,4.35,59.2,0
T2420,Pop,0.875,0.573,0.556,0.106,0.098,123.3,-4.91,3.74,65.8,0
T2421,Pop,0.64,0.852,0.377,0.15,0.088,108.7,-4.23,3.99,93.9,1
T2422,EDM,0.601,0.881,0.793,0.02,0.02,139.9,-5.08,4.29,80.1,1
T2423,Hip-Hop,0.797,0.509,0.518,0.206,0.154,99.4,-0.29,3.68,83.7,1
T2424,EDM,0.671,0.841,0.774,0.137,0.131,146.6,-2.86,3.78,90.0,1
T2425,R&B,0.674,0.716,0.443,0.13,0.044,102.0,-8.52,3.31,63.4,0
T2426,Hip-Hop,0.861,0.685,0.722,0.02,0.198,104.7,-3.75,3.43,73.9,1
T2427,Acoustic,0.791,0.02,0.459,0.813,0.036,111.0,-9.55,3.72,12.5,0
T2428,Rock,0.613,0.927,0.505,0.257,0.073,127.5,-5.17,3.35,57.1,0
T2429,Rock,0.602,0.785,0.573,0.192,0.049,127.0,-5.81,4.06,100.0,1
T2430,Acoustic,0.437,0.365,0.339,0.736,0.02,119.0,-9.9,3.33,15.3,0
T2431,R&B,0.649,0.585,0.413,0.33,0.156,108.5,-5.83,2.95,59.1,0
T2432,Pop,0.715,0.627,0.608,0.047,0.03,94.9,-4.61,4.96,71.6,1
T2433,Pop,0.788,0.808,0.684,0.137,0.098,121.4,-4.57,3.48,72.5,1
T2434,EDM,0.496,0.86,0.414,0.02,0.02,122.7,-1.23,3.11,73.3,1
T2435,Hip-Hop,0.99,0.676,0.222,0.046,0.278,107.7,-1.69,3.81,89.5,1
T2436,Acoustic,0.65,0.603,0.474,0.799,0.02,98.5,-7.7,3.43,27.9,0
T2437,Acoustic,0.416,0.313,0.649,0.599,0.024,104.6,-9.85,2.84,20.4,0
T2438,Pop,0.709,0.4,0.559,0.126,0.111,99.1,-1.45,2.47,56.4,0
T2439,Acoustic,0.371,0.288,0.356,0.898,0.043,109.9,-13.58,3.72,4.1,0
T2440,Rock,0.401,0.938,0.401,0.341,0.124,124.5,-2.92,4.36,71.7,1
T2441,Hip-Hop,0.827,0.978,0.484,0.02,0.173,122.1,-8.83,3.81,79.5,1
T2442,Acoustic,0.47,0.349,0.425,0.909,0.026,87.1,-13.71,4.54,0.0,0
T2443,EDM,0.75,0.813,0.459,0.065,0.046,119.3,-3.11,3.76,69.9,0
T2444,Pop,0.71,0.72,0.702,0.092,0.02,118.1,-6.89,2.87,92.4,1
T2445,Pop,0.844,0.558,0.373,0.224,0.02,118.9,-2.41,1.97,81.3,1
T2446,Pop,0.687,0.646,0.769,0.153,0.093,81.4,-7.09,3.17,53.5,0
T2447,Hip-Hop,0.794,0.652,0.429,0.149,0.238,80.5,-7.33,3.51,88.4,1
